Date,Open,High,Low,Close,Adj Close,Volume
2023-11-26,2840.032715,2853.741699,2821.776611,2844.285889,2844.285889,7317567747
2023-11-27,2843.964355,2857.498779,2781.772217,2812.587158,2812.587158,10979992407
2023-11-28,2811.366699,2823.422607,2708.655029,2758.570801,2758.570801,14388435548
2023-11-29,2758.706787,2815.418213,2715.935547,2780.203857,2780.203857,13445111651
2023-11-30,2779.998535,2811.945068,2750.492188,2759.205566,2759.205566,12158805008
2023-12-01,2758.429688,2785.333252,2749.876709,2782.670898,2782.670898,10991810846
2023-12-02,2782.047852,2852.480713,2771.723877,2817.534668,2817.534668,14669760086
2023-12-03,2818.241455,2946.695068,2817.896484,2923.592041,2923.592041,12325212015
2023-12-04,2923.850830,2987.614746,2904.715576,2959.257080,2959.257080,11167526163
2023-12-05,2959.218994,3079.668457,2958.605957,3037.318848,3037.318848,21866275398
2023-12-06,3037.151855,3131.000732,2972.113525,3117.853760,3117.853760,20909102948
2023-12-07,3117.563721,3137.052002,3024.586182,3033.323242,3033.323242,17385282000
2023-12-08,3035.438477,3238.368408,3025.899902,3205.591553,3205.591553,20078482683
2023-12-09,3205.033691,3240.771484,3184.152832,3206.342285,3206.342285,17050950583
2023-12-10,3206.279785,3264.833008,3169.550293,3182.476563,3182.476563,14427206786
2023-12-11,3182.836670,3227.958984,3158.321533,3195.044434,3195.044434,10009181726
2023-12-12,3195.090332,3198.997559,2930.936279,3020.684326,3020.684326,24427026200
2023-12-13,3020.429443,3041.812256,2949.301270,2991.695313,2991.695313,15476026418
2023-12-14,2992.459473,3085.551514,2924.115967,3054.204346,3054.204346,16991087603
2023-12-15,3054.322021,3126.847900,3009.332031,3105.270020,3105.270020,16901409774
2023-12-16,3104.641846,3106.802734,2966.780518,2972.469482,2972.469482,13740603131
2023-12-17,2973.913574,3029.145996,2965.826172,2983.747559,2983.747559,9200154292
2023-12-18,2983.701904,3001.279053,2937.742676,2939.333252,2939.333252,9916676757
2023-12-19,2937.808594,2977.239258,2836.715820,2970.824707,2970.824707,13889655748
2023-12-20,2972.121338,3015.994873,2854.720459,2905.014160,2905.014160,14164679466
2023-12-21,2904.169678,3018.201660,2885.676514,2941.665527,2941.665527,16902954426
2023-12-22,2941.503418,3039.185059,2917.386719,2975.108887,2975.108887,16760366908
2023-12-23,2975.183105,3106.494873,2966.879639,3093.696533,3093.696533,21458503280
2023-12-24,3093.950439,3101.072510,3019.102783,3070.454346,3070.454346,10632379074
2023-12-25,3071.226074,3092.606445,2985.403076,3007.139893,3007.139893,12543573286
2023-12-26,3006.673340,3053.944336,2993.736816,3011.764648,3011.764648,10650294930
2023-12-27,3011.310303,3014.629883,2880.919434,2944.884766,2944.884766,14079422975
2023-12-28,3143.216797,3225.690918,3087.605225,3106.462891,3106.462891,20998324224
